0;402
1;400
2;400
3;401
4;399
5;400
6;399
7;399
8;399
9;400
10;400
11;396
12;393
13;399
14;396
15;400
16;400
17;396
18;396
19;399
20;398
21;399
22;401
23;399
24;399
25;400
26;396
27;401
28;397
29;396
30;396
31;397
32;396
33;396
34;396
35;394
36;400
37;393
38;396
39;396
40;396
41;396
42;391
43;396
44;395
45;393
46;393
47;393
48;391
49;392
50;392
51;393
52;392
53;389
54;393
55;389
56;391
57;389
58;396
59;392
60;394
61;394
62;396
63;392
64;391
65;392
66;392
67;392
68;393
69;394
70;392
71;393
72;392
73;393
74;392
75;397
76;391
77;392
78;397
79;392
80;394
81;396
82;393
83;392
84;393
85;393
86;392
87;393
88;391
89;394
90;395
91;395
92;396
93;391
94;393
95;391
96;394
97;392
98;390
99;394
100;388
101;392
102;394
103;396
104;401
105;400
106;397
107;397
108;402
109;394
110;393
111;396
112;397
113;399
114;394
115;391
116;394
117;399
118;398
119;396
120;401
121;399
122;397
123;396
124;400
125;399
126;401
127;396
128;399
129;396
130;393
131;395
132;417
133;394
134;398
135;395
136;400
137;400
138;396
139;399
140;399
141;399
142;400
143;398
144;394
145;397
146;395
147;392
148;397
149;402
150;400
151;402
152;405
153;402
154;400
155;400
156;399
157;399
158;400
159;399
160;405
161;402
162;402
163;401
164;401
165;404
166;408
167;407
168;404
169;403
170;400
171;404
172;401
173;396
174;400
175;404
176;407
177;403
178;405
179;405
180;408
181;405
182;407
183;407
184;410
185;404
186;402
187;402
188;404
189;402
190;409
191;407
192;406
193;412
194;409
195;408
196;405
197;408
198;406
199;409
200;408
201;410
202;407
203;410
204;409
205;410
206;409
207;405
208;412
209;409
210;409
211;409
212;412
213;408
214;415
215;410
216;412
217;408
218;409
219;412
220;409
221;412
222;412
223;409
224;412
225;412
226;413
227;412
228;415
229;417
230;413
231;416
232;417
233;416
234;416
235;417
236;421
237;424
238;425
239;420
240;418
241;419
242;418
243;417
244;421
245;432
246;421
247;417
248;423
249;421
250;424
251;415
252;417
253;418
254;421
255;426
256;418
257;417
258;421
259;418
260;426
261;425
262;421
263;417
264;415
265;424
266;424
267;429
268;426
269;428
270;423
271;424
272;421
273;427
274;424
275;426
276;427
277;423
278;425
279;426
280;432
281;431
282;432
283;434
284;433
285;431
286;437
287;434
288;434
289;437
290;436
291;439
292;433
293;437
294;444
295;440
296;442
297;437
298;437
299;437
300;442
301;439
302;441
303;440
304;440
305;437
306;439
307;439
308;440
309;440
310;439
311;440
312;440
313;437
314;440
315;434
316;437
317;434
318;433
319;432
320;441
321;435
322;441
323;440
324;441
325;440
326;440
327;446
328;442
329;438
330;440
331;437
332;437
333;436
334;437
335;432
336;435
337;439
338;438
339;440
340;444
341;440
342;442
343;443
344;441
345;445
346;444
347;444
348;448
349;445
350;444
351;441
352;444
353;444
354;441
355;444
356;446
357;445
358;444
359;442
360;444
361;443
362;441
363;444
364;445
365;442
366;447
367;442
368;444
369;441
370;439
371;448
372;448
373;447
374;438
375;444
376;446
377;442
378;447
379;443
380;444
381;441
382;440
383;439
384;439
385;440
386;442
387;438
388;440
389;437
390;436
391;437
392;437
393;440
394;435
395;437
396;442
397;437
398;441
399;436
400;439
401;437
402;436
403;435
404;439
405;433
406;437
407;439
408;436
409;437
410;432
411;435
412;434
413;437
414;434
415;433
416;432
417;429
418;432
419;437
420;436
421;434
422;436
423;441
424;429
425;430
426;431
427;432
428;428
429;432
430;432
431;428
432;425
433;428
434;426
435;428
436;425
437;428
438;424
439;426
440;425
441;432
442;426
443;425
444;425
445;425
446;426
447;428
448;421
449;425
450;425
451;423
452;421
453;422
454;421
455;421
456;421
457;417
458;419
459;421
460;417
461;421
462;415
463;416
464;415
465;417
466;416
467;413
468;413
469;415
470;412
471;412
472;410
473;413
474;412
475;415
476;412
477;408
478;412
479;408
480;409
481;409
482;405
483;405
484;405
485;409
486;409
487;407
488;407
489;407
490;410
491;405
492;405
493;401
494;405
495;405
496;402
497;399
498;400
499;401
500;397
501;400
502;399
503;397
504;400
505;400
506;396
507;394
508;392
509;396
510;396
511;394
512;393
513;390
514;392
515;393
516;391
517;391
518;394
519;392
520;389
521;392
522;392
523;391
524;392
525;389
526;389
527;388
528;389
529;389
530;385
531;390
532;389
533;385
534;385
535;388
536;381
537;385
538;383
539;385
540;383
541;378
542;384
543;385
544;383
545;382
546;384
547;380
548;381
549;378
550;380
551;380
552;380
553;380
554;376
555;380
556;378
557;378
558;375
559;378
560;376
561;378
562;376
563;372
564;368
565;370
566;371
567;373
568;373
569;377
570;376
571;373
572;372
573;373
574;369
575;372
576;375
577;377
578;376
579;369
580;368
581;370
582;370
583;370
584;368
585;370
586;370
587;370
588;367
589;368
590;366
591;368
592;364
593;369
594;365
595;364
596;365
597;365
598;361
599;365
600;364
601;364
602;361
603;367
604;364
605;362
606;364
607;362
608;362
609;361
610;364
611;362
612;364
613;364
614;367
615;364
616;364
617;361
618;364
619;362
620;361
621;364
622;361
623;360
624;357
625;359
626;361
627;357
628;357
629;358
630;358
631;361
632;359
633;361
634;361
635;357
636;358
637;359
638;357
639;357
640;363
641;359
642;360
643;357
644;356
645;355
646;355
647;353
648;354
649;356
650;355
651;356
652;357
653;357
654;351
655;353
656;357
657;357
658;358
659;352
660;354
661;353
662;349
663;352
664;351
665;356
666;354
667;352
668;357
669;349
670;352
671;351
672;356
673;357
674;351
675;350
676;353
677;353
678;352
679;355
680;352
681;353
682;348
683;350
684;351
685;353
686;350
687;352
688;353
689;349
690;351
691;351
692;348
693;354
694;351
695;352
696;351
697;349
698;348
699;349
700;352
701;345
702;348
703;346
704;351
705;346
706;347
707;349
708;349
709;346
710;346
711;348
712;349
713;348
714;348
715;351
716;351
717;348
718;348
719;348
720;348
721;349
722;348
723;347
724;347
725;345
726;348
727;349
728;351
729;349
730;351
731;348
732;351
733;349
734;348
735;348
736;351
737;347
738;348
739;348
740;346
741;349
742;351
743;348
744;349
745;351
746;348
747;347
748;347
749;349
750;351
751;348
752;348
753;354
754;351
755;348
756;349
757;349
758;348
759;349
760;348
761;353
762;346
763;348
764;348
765;349
766;349
767;353
768;353
769;353
770;353
771;349
772;348
773;345
774;351
775;355
776;351
777;348
778;353
779;351
780;351
781;354
782;353
783;353
784;352
785;352
786;350
787;353
788;352
789;353
790;353
791;357
792;357
793;354
794;356
795;356
796;354
797;356
798;355
799;360
800;354
801;357
802;354
803;356
804;355
805;355
806;349
807;352
808;353
809;354
810;360
811;354
812;356
813;360
814;355
815;355
816;356
817;356
818;353
819;354
820;355
821;358
822;358
823;358
824;355
825;355
826;356
827;361
828;357
829;356
830;356
831;361
832;357
833;360
834;361
835;360
836;361
837;358
838;360
839;359
840;363
841;360
842;359
843;361
844;362
845;364
846;362
847;362
848;362
849;364
850;360
851;362
852;361
853;365
854;362
855;361
856;361
857;361
858;364
859;362
860;362
861;361
862;368
863;364
864;364
865;364
866;365
867;368
868;370
869;368
870;366
871;366
872;374
873;368
874;365
875;368
876;368
877;369
878;370
879;368
880;369
881;372
882;368
883;368
884;368
885;365
886;373
887;367
888;369
889;370
890;372
891;370
892;369
893;376
894;373
895;372
896;375
897;373
898;374
899;370
900;375
901;378
902;373
903;377
904;375
905;376
906;375
907;377
908;377
909;378
910;380
911;377
912;381
913;378
914;378
915;378
916;382
917;377
918;378
919;383
920;380
921;380
922;379
923;380
924;380
925;383
926;380
927;383
928;385
929;388
930;384
931;385
932;384
933;384
934;387
935;388
936;389
937;387
938;386
939;390
940;385
941;389
942;386
943;389
944;382
945;385
946;385
947;384
948;383
949;386
950;385
951;384
952;385
953;386
954;389
955;388
956;385
957;391
958;386
959;389
960;389
961;390
962;389
963;389
964;390
965;386
966;389
967;389
968;389
969;389
970;389
971;389
972;389
973;389
974;393
975;393
976;392
977;393
978;393
979;394
980;391
981;388
982;377
983;381
984;373
985;383
986;385
987;388
988;391
989;395
990;390
991;391
992;391
993;389
994;385
995;389
996;382
997;385
998;386
999;385
1000;384
1001;384
1002;385
1003;388
1004;388
1005;385
1006;386
1007;389
1008;388
1009;389
1010;385
1011;387
1012;385
1013;385
1014;389
1015;386
1016;389
1017;385
1018;384
1019;381
1020;383
1021;384
1022;381
1023;385
1024;381
1025;384
1026;381
1027;380
1028;377
1029;383
1030;378
1031;380
1032;378
1033;377
1034;378
1035;377
1036;373
1037;375
1038;377
1039;376
1040;380
1041;377
1042;377
1043;376
1044;377
1045;377
1046;380
1047;377
1048;377
1049;374
1050;372
1051;368
1052;360
1053;358
1054;357
1055;362
1056;364
1057;364
1058;367
1059;367
1060;368
1061;370
1062;368
1063;367
1064;366
1065;364
1066;364
1067;368
1068;365
1069;364
1070;361
1071;362
1072;362
1073;361
1074;362
1075;363
1076;361
1077;364
1078;361
1079;357
1080;362
1081;357
1082;354
1083;356
1084;353
1085;357
1086;359
1087;357
1088;356
1089;355
1090;352
1091;352
1092;357
1093;355
1094;353
1095;351
1096;353
1097;356
1098;351
1099;346
1100;346
1101;349
1102;345
1103;344
1104;344
1105;346
1106;351
1107;347
1108;348
1109;351
1110;346
1111;345
1112;349
1113;344
1114;345
1115;344
1116;341
1117;343
1118;340
1119;344
1120;343
1121;343
1122;340
1123;340
1124;344
1125;337
1126;338
1127;340
1128;337
1129;339
1130;337
1131;338
1132;339
1133;337
1134;335
1135;338
1136;337
1137;335
1138;337
1139;336
1140;336
1141;335
1142;335
1143;333
1144;333
1145;335
1146;336
1147;330
1148;332
1149;332
1150;332
1151;333
1152;328
1153;332
1154;330
1155;332
1156;328
1157;328
1158;330
1159;328
1160;330
1161;328
1162;332
1163;329
1164;327
1165;327
1166;327
1167;328
1168;328
1169;322
1170;322
1171;325
1172;325
1173;327
1174;324
1175;324
1176;328
1177;325
1178;325
1179;321
1180;322
1181;325
1182;322
1183;322
1184;321
1185;325
1186;321
1187;320
1188;322
1189;320
1190;322
1191;320
1192;322
1193;319
1194;321
1195;319
1196;321
1197;317
1198;319
1199;318
1200;317
1201;317
1202;319
1203;320
1204;320
1205;316
1206;314
1207;314
1208;320
1209;316
1210;316
1211;319
1212;317
1213;317
1214;313
1215;312
1216;316
1217;317
1218;318
1219;314
1220;316
1221;314
1222;314
1223;315
1224;316
1225;316
1226;316
1227;315
1228;316
1229;314
1230;313
1231;313
1232;311
1233;309
1234;312
1235;312
1236;311
1237;313
1238;316
1239;316
1240;313
1241;316
1242;316
1243;313
1244;316
1245;313
1246;314
1247;313
1248;312
1249;312
1250;312
1251;312
1252;313
1253;312
1254;313
1255;313
1256;311
1257;311
1258;312
1259;309
1260;305
1261;311
1262;311
1263;312
1264;312
1265;313
1266;312
1267;309
1268;312
1269;309
1270;311
1271;311
1272;312
1273;309
1274;308
1275;311
1276;312
1277;312
1278;309
1279;311
1280;312
1281;309
1282;312
1283;309
1284;309
